31	6.21
32	6.67
96	5.75
97	5.73
127	7.48
128	7.51
129	7.42
191	7.1
192	7.17
229	7.96
255	7.93
256	8.04
257	7.94
319	8.07
320	8.21
321	8.11
417	8.18
479	8.1
480	8.18
511	8.08
512	8.16
639	8.29
640	8.4
767	8.27
768	8.35
769	8.28
