31	1.22
32	1.25
96	1.18
97	1.21
127	1.09
128	0.493
129	1.09
191	1.1
192	0.495
229	1.09
255	1.09
256	0.345
257	1.08
319	1.02
320	0.451
321	1.02
417	0.853
479	0.758
480	0.442
511	0.722
512	0.231
639	0.265
640	0.203
767	0.172
768	0.154
769	0.172
